target,num_characters,num_words,text
0,58,17,sorri no have got few thing to do may be in pub later
0,47,13,just sent it so what type of food do you like
0,37,7,and pl pl drink plenti plenti water
0,144,29,they have a thread on the wishlist section of the forum where ppl post nitro request start from the last page and collect from the bottom up
0,42,9,princess is your kitti shave or natur
0,113,27,what i mean is do they come chase you out when it over or is it state you can watch as mani movi as you want
0,150,38,horribl u eat mac eat until u forgot abt me alreadi rite u take so long 2 repli i thk it more toot than b4 so b prepar now wat shall i eat
0,152,40,u do what u been up 2 when will u b move out of the flat co i will need to arrang to pick up the lamp etc take care hello carolin
0,35,10,wat time r ü go to xin hostel
1,150,31,you have won a nokia 7250i thi is what you get when you win our free auction to take part send nokia to 86021 now
0,50,18,hey you can pay with salari de onli lt gt
0,158,27,sometim heart remembr someon veri much forget someon soon bcoz heart will not like everyon but like one will be rememb everytim bslvyl
0,63,11,i work technic support voic field
0,37,7,seriou what like proper tongu her
0,144,34,yalru lyfu astn chikku bt innu mundh lyf ali halla ke bilo marriag program edha so lyf is nt yet ovr chikku ali vargu lyfu meow meow
0,29,7,sir wait for your letter
0,140,40,of co can lar i not so ba dao ok 1 pm lor y u never ask where we go ah i said u would ask on fri but he said u will ask today
0,79,22,that call cost which i guess isnt bad miss ya need ya want ya love ya
1,143,35,freemsg hi babi wow just got a new cam mobi wan na c a hot pic or fanci a chat im w8in 4utxt rpli chat to 82242 hlp 08712317606 msg150p 2rcv
0,53,13,haha better late than ever ani way i could swing by
0,29,7,then whi no one talk to me
1,159,34,final chanc claim ur worth of discount voucher today text ye to 85023 now savamob member offer mobil t cs savamob pobox84 m263uz sub 16
0,84,18,it justbeen overa week sinc we broke up and alreadi our brain are go to mush
0,276,77,japanes proverb if one can do it u too can do it if none can do it u must do it indian version if one can do it let him do it if none can do it leav it and final kerala version if one can do it stop him do it if none can do it make a strike against it
0,25,5,u buy newspap alreadi
0,81,21,dun b sad it over dun thk abt it alreadi concentr on ur other paper k
0,83,18,they do put that stuff on the road to keep it from get slipperi over there
0,92,20,alright tyler got a minor crisi and ha to be home sooner than he thought so be here asap
0,27,7,whi she want to talk to me
0,38,9,no that just mean you have a fat head
1,146,39,boltblu tone for 150p repli poli or mono eg poly3 cha cha slide yeah slow jamz toxic come with me or stop 4 more tone txt more
0,131,32,good afternoon starshin how my boytoy doe he crave me yet ach to fuck me sip cappuccino i miss you babe teas kiss
0,40,9,i alreadi back home so no probabl not
0,42,9,you still around look to pick up later
0,29,7,depend on where u go lor
0,22,5,nokia phone is lovli
0,74,22,i want kfc it tuesday onli buy 2 meal onli no gravi onli 2 mark 2
0,37,11,play w comput aiyah i tok 2 u lor
0,96,21,just hope that wasn t too piss up to rememb and ha gone off to hi sister or someth
0,75,18,yo you gon na still be in stock i tri to get a dubsack
0,96,21,ok lor soni ericsson salesman i ask shuhui then she say quit gd 2 use so i consid
0,9,3,ok can
1,152,28,urgent pleas call 09061743811 from landlin your abta complimentari 4 tenerif holiday or cash await collect sae t cs box 326 cw25wx 150ppm
0,49,16,k sure am in my rel home sm me de pl
0,95,15,check have mail varma and kept copi to you regard allah
0,62,13,mayb westshor or hyde park villag the place near my hous
0,22,4,tell where you reach
0,74,15,pl dont restrict her from eat anythin she like for the next two day
0,158,37,hi darlin how wa work did u get into troubl ijust talk to your mum all morn i had a realli good time last night im goin out soon but call me if u can
0,26,7,ya that one is slow as poo
0,163,34,thank honey but still have heard anyth i will leav it a bit longer so not 2 crowd him and will tri later great advic thank hope cardiff is still there
0,130,30,wait that still not all that clear were you not sure about me be sarcast or that that whi x doe want to live with us
0,23,5,me fine absolutli fine
0,155,38,i wonder how you got onlin my love had you gone to the net cafe did you get your phone recharg were you on a friend net i think of you boytoy
1,160,35,orang custom you may now claim your free camera phone upgrad for your loyalti call now on 0207 153 offer end 14thmarch t c appli availa
1,136,24,interflora not too late to order interflora flower for christma call 0800 505060 to place your order befor midnight tomorrow
0,27,6,hahaha use your brain dear
0,54,11,well im computerless time to make some oreo truffl
0,67,16,yeah hope if tyler ca do it i could mayb ask around a bit
0,103,26,don t give a fli monkey wot they think and i certainli don t mind ani friend of mine and all that
0,59,14,yay you better not have told that to 5 other girl either
0,34,10,can ü send me a copi of da report
0,26,8,just nw i came to hme da
0,42,13,i fine hope you are good do take care
0,166,37,tell you what if you make a littl spreadsheet and track whose idea it wa to smoke to determin who smoke too much for the entir month of februari i come up
0,150,40,u wake up alreadi wat u do u pick us up later rite i take sq825 reach ard 7 smth 8 like dat u can check e arriv time c ya soon
0,141,35,friendship is not a game to play it is not a word to say it start on march and end on may it is tomorrow yesterday today and e
0,42,16,2marrow onli wed at lt gt to 2 aha
0,78,17,i have 2 sleep bag 1 blanket and paper and phone detail anyth els
1,146,27,urgent 09066649731from landlin your complimentari 4 ibiza holiday or cash await collect sae t cs po box 434 sk3 8wp 150ppm
1,159,35,freemsg whi have you repli to my text i randi sexi femal and live local luv to hear from netcollex ltd 08700621170150p per msg repli stop to end
0,588,154,sad stori of a man last week wa my my wife wish me my parent forgot n so did my kid i went to work even my colleagu did not wish as i enter my cabin my pa said happi boss i felt special she askd me 4 lunch after lunch she invit me to her apart we went there she said do u mind if i go into the bedroom for a minut ok i sed in a sexi mood she came out 5 minut latr wid a cake n my wife my parent my kidz my friend n my colleagu all scream surpris and i wa wait on the sofa nake
0,70,16,how did you find out in a way that did includ all of these detail
0,156,39,hiya stu wot u up in so much trubl at home at moment evon hate me even u wot the hell av i done now y wont u just tell me text bck pleas luv dan
0,65,17,meet u is my work tel me when shall i do my work tomorrow
0,94,21,no got new job at bar in airport on satsgettin hour but mean no lie in keep in touch
0,129,27,no it wa cancel yeah babi well that sound import so i understand my darlin give me a ring later on thi fone love kate x
0,107,27,he ha lot of use one babe but the model doe help youi have to bring it over and he match it up
0,46,11,no i am not have not ani movi in my laptop
0,26,7,whi you dint come with us
0,72,17,aiyar dun disturb u liao thk u have lot 2 do aft ur cupboard come
1,112,25,dear voucher holder to claim thi week offer at your pc pleas go to http ts cs appli
0,53,16,and don t worri we ll have finish by march ish
0,35,8,whatsup there dont u want to sleep
0,39,12,cool i text you when i on the way
0,72,19,yup i shd haf ard 10 page if i add figur ü all got how mani page
1,163,32,urgent import inform for 02 user today is your lucki day 2 find out whi log onto http there is a fantast surpris await you
0,37,8,yo we are watch a movi on netflix
0,132,28,we are suppos to meet to discuss abt our trip thought xuhui told you in the afternoon thought we can go for lesson after that
0,42,9,goodnight da thangam i realli miss u dear
0,86,19,hey babe i saw you came onlin for a second and then you disappear what happen
0,51,14,surli ill give it to you while come to review
0,59,13,okay i book all alreadi includ the one at bugi
0,99,27,y she dun believ leh i tot i told her it true alreadi i thk she muz c us tog then she believ
0,38,9,u still havent got urself a jacket ah
0,34,14,will send in lt gt min
0,26,7,i meet you in the lobbi
0,43,11,yeah right i bring my tape measur fri
0,71,17,hmmm mayb can tri e shoppin area one but forgot e name of hotel
0,25,5,thank you meet you monday
0,85,24,di is yiju i ju saw ur mail in case huim havent sent u my num di is my num
0,27,6,ü still attend da talk
0,47,12,oh howda gud gud math en samachara chikku
0,41,10,realli i crash out cuddl on my sofa
0,32,9,sir i am wait for your mail
1,165,30,today voda number end with 7634 are select to receiv a reward if you have a match pleas call 08712300220 quot claim code 7684 standard rate appli
0,67,16,haha good to hear i offici paid and on the market for an 8th
0,44,15,yup no need i ju wait 4 e rain 2 stop
1,158,33,gent we are tri to contact you last weekend draw show that you won a prize guarante call claim code k52 valid 12hr onli 150ppm
0,49,14,wot about on wed nite i am 3 then but onli til 9
0,34,9,that the way you should stay oh
0,87,20,mysteri solv just open my email and he sent me anoth batch is he a sweeti
0,35,10,you like that would you jerk
0,46,9,alreadi am squat is the new way of walk
0,52,11,ju finish blow my hair u finish dinner alreadi
0,24,5,oh sorri pleas it over
1,129,19,here is your discount code rp176781 to stop further messag repli stop custom servic 08717205546
0,37,9,i dont have that much imag in class
1,155,28,england v macedonia dont miss the news txt ur nation team to 87077 eg england to 87077 tri wale scotland poboxox36504w45wq
0,84,20,haha dont be angri with yourself take it as a practic for the real thing
0,45,11,what happen dear whi you silent i am tens
0,95,24,sorri i guess whenev i can get a hold of my connect mayb an hour or two i text you
1,147,35,no 1 polyphon tone 4 ur mob everi week just txt pt2 to 87575 1st tone free so get txtin now and tell ur friend 16 repli hl 4info
0,66,16,yeah that what i thought lem me know if anyth goin on later
0,37,8,so that mean you still think of teju
0,105,22,yeah go on then bore and depress sittin waitin for phone to ring hope the wind drop though scari
0,79,20,bishan lar nearer no need buy so earli co if buy now i got ta park my car
0,42,11,thank love but am i do torch or bold
0,20,7,wot u up 2 u weirdo
0,24,4,midnight at the earliest
0,37,10,what is your record for one night
0,24,6,sweet heart how are you
0,63,15,pl accept me for one day or am beg you chang the number
1,158,34,u been select to stay in 1 of 250 top british hotel for noth holiday valu at dial 08712300220 to claim nation rate call bx526 sw73ss
0,41,11,oh as usual vijay film or it differ
0,37,10,oh god taken the teeth is it pain
0,32,10,i got ta collect da car at 6 lei
0,17,5,u goin out 2nite
1,13,2,146tf150p
0,131,33,oh yeah and hav a great time in me a postcard 1 look after all the girl while im gone u know the 1im talkin bout xx
0,49,12,when ü login dat time dad fetch ü home now
0,148,41,it so common hearin how r u wat r u do how wa ur day so let me ask u someth differ did u smile today if not do it now gud evng
0,70,20,i sure dont forgot to come i will alway be in touch in with you
0,27,5,aight well keep me inform
0,159,37,i miss you so much i so despar i have record the messag you left for me the other day and listen to it just to hear the sound of your voic i love you
0,31,7,merri christma to u too anni
0,56,14,you call him and tell now infront of them call him now
0,75,18,he say hi and to get your ass back to south tampa prefer at a kegger
1,136,23,privat your 2003 account statement for show 800 point call 08715203694 identifi code 40533 expir
0,28,8,almost there see u in a sec
0,28,7,jay told me alreadi will do
0,95,21,so how scotland hope you are not over show your jjc tendenc take care live the dream
0,41,8,also track down ani lighter you can find
1,151,34,bear pic nick and tom pete and dick in fact all type tri gay chat with photo upload call 08718730666 2 stop text call 08712460324
0,86,20,e admin build there i might b slightli earlier i call u when i reach
0,43,9,are you what happen to behav like thi
0,54,14,dear take care i am just reach u a lot
0,91,23,i have forgotten you i might have a coupl buck to send you tomorrow k i love ya too
0,31,7,haha awesom omw back now then
0,120,23,sure if i get an acknowledg from you that it astoundingli tactless and gener faggi to demand a blood oath fo
0,24,8,i am great how are you
0,158,36,hi mobil no lt gt ha ad you in their contact list on it s a great place to send free sm to peopl for more visit
0,31,6,we dont have open
0,25,6,how izzit still rain
0,51,17,ok i thk i got it then u wan me 2 come now or wat
0,73,14,jesu christ bitch i tri to give you drug answer your fuck phone
0,28,9,cool i text you in a few
1,143,26,u have a secret admir who is look 2 make contact with out who they r reveal who think ur so on
0,69,26,ye pleas leav at lt gt so that at lt gt we can leav
0,95,19,thank a lot for your wish on my birthday thank you for make my birthday truli memor
0,104,21,erm woodland avenu somewher do you get the parish magazin hi telephon number will be in there
0,40,9,cancel cheyyamo and get some money back
0,149,37,god love ha no limit god grace ha no measur god power ha no boundari may u have god endless bless alway in ur life gud ni8
0,80,22,er enjoyin indian at the mo yep sall good hehe how bout u shexi pete xx
0,95,26,hey sexi bun what of that day no word from you thi morn on ym i think of you
0,189,48,yeah he got in at 2 and wa v apologet n had fallen out and she wa actin like spoilt child and he got caught up in that till 2 but we wo go there not do too badli cheer you
0,61,14,just finish eat got u a plate not leftov thi time
0,83,21,okay no no just shine on that wa meant to be sign but that sound better
0,115,26,now u sound like manki scous boy steve like i is travel on da bu ha u inmind 4 recreat di eve
0,25,6,hello madam how are you
0,95,21,lol oh no babe i wont be slide into your place after midnight but thank for the invit
0,67,15,great escap i fanci the bridg but need her lager see you tomo
0,47,9,i dont know whi not get your messag
0,46,8,staff of placement train in amrita colleg
0,85,22,he said i look pretti wif long hair wat but i thk he cut quit short 4 me leh
0,150,36,hey kate hope ur ok will give u a buz wedlunch go outsomewher 4 adrink in town cud go 2watershd 4 a bit ppl fromwrk will bthere love petexxx
0,35,9,u will switch your fone on dammit
0,32,7,kay sinc we are out alreadi
0,146,36,fuck babe i miss you alreadi you know ca you let me send you some money toward your net i need you i want you i crave you
0,122,33,prof you have pass in all the paper in thi sem congrat student enna kalaachutaarama prof gud mrng
0,26,7,how mani should i buy
0,63,23,but your brother transfer onli lt gt lt gt pa
0,33,7,what happen to her tell the truth
0,45,12,hi babe im at home now wan na do someth xx
0,126,31,no we sell it all so we have ton if coin then sell our coin to someon thru paypal voila money back in life pocket
0,131,34,hi it kate how is your even i hope i can see you tomorrow for a bit but i have to bloodi babyjontet txt back if u can xxx
0,134,26,anyway serious hit me up when you back becaus otherwis i have to light up with armand and he alway ha shit is vomit
0,36,8,good good job i like entrepreneur
0,66,17,a few peopl are at the game i at the mall with iouri and kaila
0,19,4,enjoy urself tmr
0,135,29,in case you wake up wonder where i am i forgot i have to take care of someth for grandma today should be done befor the parad
0,66,17,lol or i could just starv and lose a pound by the end of the day
0,134,33,oh haha den we shld had went today too gee nvm la kaiez i dun mind goin jazz oso scare hiphop open cant catch up
0,86,22,i want to ask ü to wait 4 me to finish lect co my lect finish in an hour anyway
1,49,8,100 date servic cal l 09064012103 box334sk38ch
0,332,80,dude what up how teresa hope you have been okay when i didnt hear from these peopl i call them and they had receiv the packag sinc dec lt gt just thot like to know do have a fantast year and all the best with your read plu if you can realli realli bam first aid for usml then your work is done
0,24,8,wherr my boytoy
0,37,12,if e time can then i go w u lor
0,90,22,oh ye i just been a littl under the weather so i kind of been coccoon at home
0,41,11,later i guess i needa do mcat studi too
0,81,16,u ned to convinc him tht it not possibl witot hurt hi feel it the main
0,53,11,all sound good finger make it difficult to type
0,43,10,i just cook a rather nice salmon a la you
0,44,11,ye babi i need to stretch open your pussi
1,152,26,free camera phone with linerent from with 750 cross ntwk min price txt bundl deal also avbl call 08001950382 or mf
0,26,7,advanc happi pongal
0,138,35,what do you do my dog must i alway wait till the end of your day to have word from you did you run out of time on your cell alreadi
0,53,11,cab is pick up and drop at door step
0,153,39,hurt me teas me make me cri but in the end of my life when i die plz keep one rose on my grave and say stupid i miss u have a nice day bslvyl
0,35,10,in work now go have in few min
0,23,5,dear i have reach room
0,43,11,are you not around or just still asleep v
0,92,22,sure thing big man i have hockey elect at 6 shouldn t go on longer than an hour though
0,46,8,rofl betta invest in some anti age product
0,76,23,i want to send someth that can sell fast lt gt k is not easi money
0,38,7,life style garment account no pleas
0,77,20,nice talk to you pleas dont forget my pix i want to see all of you
1,152,41,babe u want me dont u babi im nasti and have a thing 4 filthyguy fanci a rude time with a sexi bitch how about we go slo n hard txt xxx slo 4msg
0,202,46,thank for your messag i realli appreci your sacrific i not sure of the process of direct pay but will find out on my way back from the test tomorrow i in class now do have a wonder day
1,149,28,you are be contact by our date servic by someon you know to find out who it is call from your mobil or landlin 09064017305 pobox75ldns7
0,25,6,she doesnt need ani test
0,143,50,the lt gt g that i saw a few day ago the guy want sell wifi onli for lt gt and with 3g for lt gt that whi i blank him
0,154,36,can be later show around if you want cld have drink befor wld prefer not to spend money on nosh if you do mind as do that nxt wk
0,28,6,go fool dont cheat other ok
0,48,11,oh ye whi is it like tortur watch england
0,205,38,got ur mail you so muchand look forward to lot of support veri less contact here rememb one venugop you if not late i shall tri to come up till dear
0,47,12,si si i think ill go make those oreo truffl
1,155,34,wamma get laid want real doggin locat sent direct to your mobil join the uk largest dog network txt dog to 69696 now nyt ec2a 3lp
0,88,22,abeg make profit but it a start are you use it to get sponsor for the next event
0,40,8,dear reach railway what happen to you
0,136,28,cheer u tex mecaus u werebor yeah okden hunni r uin wk sat likeyour havin gr8fun j keep updat countinlot of lovem xxxxx
0,135,34,we are at grandma oh dear u still ill i felt shit thi morn but i think i am just hungov anoth night then we leav on sat
0,7,2,havent
0,153,36,hiya have u been pay money into my account if so thank got a pleasant surpris when i check my balanc c i do get statement 4 that acc
0,46,10,as if i wa have enough troubl sleep
0,36,7,apo all other are mokka player onli
1,137,29,do b floppi b snappi happi onli gay chat servic with photo upload call 08718730666 2 stop our text call 08712460324
0,35,10,is ur paper today in e morn or aft
0,50,14,aiya we discuss later lar pick ü up at 4 is it
0,46,12,just come home i do want u to be miser
0,24,7,sorri de i went to shop
0,87,23,sorri da i wa thought of call you lot of time lil will call you at noon
0,290,68,for you inform ikea is spell with all cap that is not yell when you thought i had left you you were sit on the bed among the mess when i came in i said we were go after you got home from class pleas do tri and bullshit me it make me want to listen to you less
0,48,16,goodmorn today i am late for lt gt min
1,141,28,you are now unsubscrib all servic get ton of sexi babe or hunk straight to your phone go to http no subscript
0,46,15,as usual iam fine happi amp do well
0,24,7,i not at home now lei
0,102,24,alrit girl u know gail is neva wrong take care sweet and u l8tr hun love yaxxx
0,86,21,yeah in fact he just ask if we need anyth like an hour ago when and how much
0,30,8,no ye pleas been swim
0,61,13,i tag my friend that you seem to count as your friend
0,46,10,no no i will check all room befor activ
1,158,30,santa call would your littl one like a call from santa xma eve call 09077818151 to book you time last 3min 30 t c
0,50,12,oh god i am happi to see your messag after 3 day
0,24,7,captain is in our room
0,82,19,is ur chang 2 da report big co i alreadi made chang 2 da previou report
1,105,19,text pass to 69669 to collect your polyphon rington normal gpr charg appli onli enjoy your tone
0,131,36,awesom question with a cute answer someon ask a boy how is ur life he smile amp answer she is fine gudnit
0,29,7,what doe the danc river do
0,24,6,ye we are chat too
0,189,31,dear sir salam and pleasur meet you today at the tea are pleas to send you our contact number at an save our regard
0,54,11,tri to do someth dear you read someth for exam
0,44,12,onc free call me sir i am wait for you
0,23,7,1 reach home call me
0,27,7,lem me know when you here
0,34,8,am not interest to do like that
0,38,7,have you been practis your curtsey
0,51,9,haiyoh mayb your hamster wa jealou of million
0,26,7,mode men or have you left
0,55,19,i know where the lt gt is i be there around 5
0,147,35,veri hurt n meaning line ever i compromis everyth for my love but at d end my love compromis me for everyth gud mornin
0,45,8,tell them the drug dealer get impati
0,158,32,each moment in a day ha it own bring hope afternoon bring faith even bring luv night bring rest wish u find them all morn
0,122,33,bill as in are there ani letter for me i m expect one from orang that isn t a bill but may still say orang on it
0,29,8,2 celebr my y els
0,149,40,good morn my boytoy how those yummi lip where my sexi bun now what do you do do you think of me do you crave me do you need me
0,66,19,boo how thing i back at home and a littl bore alreadi
0,64,15,great to hear you are settl well so what happenin wit ola
0,32,7,yeah that the impress i got
0,101,29,no you just get a headach tri to figur it out u can trust me to do the math i promis o
0,92,23,watch cartoon listen music amp at eve had to go templ amp church what about u
0,134,29,waqt se pehl or naseeb se zyada kisi ko kuch nahi milta zindgi wo nahi he jo hum socht hai zindgi wo hai jo ham jeetey hai
0,56,13,ye just finish watch day of our live i love it
0,35,12,what pa tell me i went to bath
0,30,8,no problem how are you do
0,42,10,im good i have been think about you
0,76,20,ard 530 like dat lor we juz meet in mrt station then ü dun haf to come out
0,46,13,it a taxt massag argh ok lool
0,790,196,the last thing i ever want to do wa hurt you and i did think it would have you laugh be embarass delet the tag and keep go but as far as i knew it wa even up the fact that you even felt like i would do it to hurt you show you realli do know me at all it wa messi wednesday but it wa bad the problem i have with it is you have the time to clean it but you choos not to you skype you take pictur you sleep you want to go out i do mind a few thing here and there but when you do make the bed when you throw laundri on top of it when i ca have a friend in the hous becaus i embarass that there underwear and bra strewn on the bed pillow on the floor that someth els you use to be good about at least make the bed
0,158,38,mmmmm i love wake to your word thi morn i miss you too my love i hope your day goe well and you are happi i wait for us to be togeth again
0,121,27,let ur heart be ur compass ur mind ur map ur soul ur guid and u will never loos in world gnun sent via
1,157,32,5 free top polyphon tone call 087018728737 nation rate get a toppoli tune sent everi week just text subpoli to 81618 per pole unsub 08718727870
0,51,14,my no in luton 0125698789 ring me if ur around h
0,76,18,what a featheri bowa is that someth guy have that i do know about
0,26,7,i will come to ur home now
0,16,5,u in town alon
0,40,8,how much is blackberri bold2 in nigeria
0,37,11,ard 530 lor i ok then messag ü lor
